,state,customer_lifetime_value,response,coverage,effective_to_date,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size
241,California,4773.0,Yes,Extended,2011-02-18,Retired,M,20993,Suburban,Divorced,133,35.0,90,0.0,1,Personal Auto,Personal,Offer2,Agent,638.0,Four-Door Car,Medsize
242,Arizona,6285.0,No,Extended,2011-02-28,Employed,M,52210,Suburban,Married,80,6.0,74,0.0,3,Personal Auto,Personal,Offer1,Branch,384.0,Four-Door Car,Medsize
243,Oregon,4435.0,No,Basic,2011-02-20,Employed,F,58082,Rural,Married,112,31.0,66,1.0,1,Personal Auto,Personal,Offer1,Call Center,103.0,Four-Door Car,Medsize
245,Oregon,2916.0,No,Basic,2011-01-08,Employed,M,86599,Suburban,Married,73,32.0,89,0.0,1,Corporate Auto,Corporate,Offer2,Web,350.0,Four-Door Car,Medsize
246,Oregon,15763.0,No,Basic,2011-02-15,Employed,F,44362,Rural,Married,66,15.0,75,0.0,2,Corporate Auto,Corporate,Offer2,Call Center,142.0,Four-Door Car,Small
247,Oregon,4274.0,No,Premium,2011-01-30,Employed,F,82214,Rural,Married,106,11.0,19,1.0,1,Personal Auto,Personal,Offer3,Branch,239.0,Four-Door Car,Medsize
248,Nevada,2817.0,No,Basic,2011-02-16,Employed,F,41228,Suburban,Single,71,19.0,13,0.0,1,Personal Auto,Personal,Offer1,Branch,341.0,Four-Door Car,Small
249,Nevada,5548.0,Yes,Basic,2011-01-13,Employed,M,67798,Suburban,Divorced,69,1.0,78,0.0,3,Personal Auto,Personal,Offer1,Agent,331.0,Four-Door Car,Medsize
253,California,2928.0,No,Basic,2011-02-15,Employed,M,51991,Rural,Married,73,4.0,95,0.0,1,Personal Auto,Personal,Offer2,Web,124.0,Four-Door Car,Medsize
255,Oregon,5320.0,No,Basic,2011-02-25,Employed,F,88669,Urban,Married,66,9.0,18,1.0,3,Personal Auto,Personal,Offer1,Call Center,214.0,Four-Door Car,Medsize
257,Arizona,7590.0,No,Basic,2011-01-02,Disabled,M,10375,Suburban,Married,66,10.0,95,0.0,2,Personal Auto,Personal,Offer1,Branch,317.0,Two-Door Car,Medsize
258,Oregon,4605.0,Yes,Basic,2011-01-28,Medical Leave,F,22571,Suburban,Single,63,29.0,51,0.0,3,Corporate Auto,Corporate,Offer2,Web,302.0,Four-Door Car,Large
260,Oregon,9588.0,No,Premium,2011-01-31,Employed,M,84539,Rural,Married,119,10.0,71,0.0,3,Personal Auto,Personal,Offer1,Call Center,65.0,Four-Door Car,Medsize
263,Oregon,4873.0,No,Extended,2011-02-18,Employed,M,47824,Urban,Married,129,8.0,56,3.0,1,Personal Auto,Personal,Offer4,Agent,546.0,Four-Door Car,Medsize
266,Washington,5395.0,No,Basic,2011-02-15,Employed,F,86640,Rural,Married,67,2.0,25,0.0,3,Personal Auto,Personal,Offer2,Web,65.0,Four-Door Car,Medsize
268,Washington,5133.0,No,Basic,2011-02-10,Employed,M,53390,Urban,Married,64,13.0,41,0.0,3,Personal Auto,Personal,Offer3,Branch,279.0,Four-Door Car,Medsize
269,Oregon,4997.0,No,Basic,2011-02-08,Employed,F,25915,Suburban,Single,64,13.0,62,0.0,3,Corporate Auto,Corporate,Offer1,Agent,318.0,Two-Door Car,Medsize
271,Washington,3921.0,No,Extended,2011-01-20,Employed,F,62445,Suburban,Married,98,19.0,12,1.0,1,Personal Auto,Personal,Offer2,Call Center,681.0,Four-Door Car,Small
272,Arizona,20172.0,No,Basic,2011-02-01,Employed,M,24804,Suburban,Married,73,19.0,98,0.0,2,Personal Auto,Personal,Offer3,Call Center,350.0,Two-Door Car,Small
273,Oregon,5528.0,Yes,Basic,2011-01-19,Employed,M,36088,Suburban,Single,72,16.0,31,0.0,3,Corporate Auto,Corporate,Offer1,Agent,346.0,Four-Door Car,Medsize
274,California,4078.0,No,Basic,2011-01-20,Employed,F,53093,Rural,Divorced,103,3.0,62,0.0,1,Corporate Auto,Corporate,Offer2,Call Center,99.0,Four-Door Car,Medsize
276,Oregon,5687.0,No,Basic,2011-01-13,Employed,M,30242,Rural,Married,72,30.0,23,0.0,3,Personal Auto,Personal,Offer2,Branch,48.0,Four-Door Car,Medsize
279,Oregon,19260.0,No,Premium,2011-01-26,Employed,F,35973,Suburban,Married,159,5.0,97,0.0,2,Personal Auto,Personal,Offer1,Call Center,763.0,Sports Car,Large
280,Arizona,2486.0,No,Basic,2011-02-18,Employed,M,36635,Suburban,Married,63,20.0,28,0.0,1,Corporate Auto,Corporate,Offer4,Agent,302.0,Four-Door Car,Small
281,California,5949.0,No,Premium,2011-02-20,Employed,F,88122,Suburban,Married,148,15.0,10,0.0,1,Corporate Auto,Corporate,Offer2,Call Center,840.0,Four-Door Car,Medsize
284,California,7761.0,No,Extended,2011-02-24,Employed,F,43137,Suburban,Married,96,8.0,41,0.0,3,Personal Auto,Personal,Offer2,Call Center,461.0,Two-Door Car,Large
285,California,4334.0,Yes,Extended,2011-02-27,Retired,F,23904,Suburban,Single,123,1.0,67,3.0,1,Corporate Auto,Corporate,Offer1,Agent,590.0,Four-Door Car,Medsize
286,California,7695.0,No,Basic,2011-01-24,Employed,M,50147,Suburban,Single,101,4.0,37,0.0,3,Personal Auto,Personal,Offer1,Branch,485.0,Four-Door Car,Medsize
287,California,2397.0,Yes,Basic,2011-01-29,Retired,F,22283,Suburban,Divorced,65,16.0,93,0.0,1,Corporate Auto,Corporate,Offer1,Branch,572.0,Four-Door Car,Medsize
288,Nevada,42562.0,No,Basic,2011-01-10,Employed,M,66661,Suburban,Single,119,23.0,41,0.0,2,Personal Auto,Personal,Offer1,Agent,571.0,Four-Door Car,Medsize
289,California,7153.0,No,Extended,2011-02-23,Employed,F,32238,Suburban,Divorced,91,15.0,80,0.0,3,Personal Auto,Personal,Offer3,Branch,440.0,Four-Door Car,Medsize
290,California,6144.0,No,Extended,2011-01-30,Employed,F,45032,Rural,Married,77,13.0,35,0.0,3,Personal Auto,Personal,Offer2,Agent,37.0,Four-Door Car,Medsize
291,Arizona,26181.0,No,Extended,2011-01-07,Employed,F,68189,Urban,Married,82,10.0,17,1.0,2,Special Auto,Special,Offer2,Branch,343.0,Four-Door Car,Medsize
293,Oregon,7090.0,No,Extended,2011-02-17,Employed,M,52707,Suburban,Married,90,33.0,66,1.0,3,Corporate Auto,Corporate,Offer3,Branch,432.0,Four-Door Car,Medsize
295,Nevada,41788.0,Yes,Premium,2011-01-31,Employed,F,46587,Suburban,Divorced,119,34.0,74,2.0,2,Personal Auto,Personal,Offer1,Call Center,571.0,Four-Door Car,Medsize
297,Oregon,4786.0,No,Basic,2011-02-25,Employed,M,23402,Suburban,Married,61,29.0,38,0.0,3,Personal Auto,Personal,Offer4,Call Center,293.0,Four-Door Car,Medsize
298,Oregon,7918.0,No,Extended,2011-02-14,Employed,M,44698,Suburban,Married,211,0.0,88,4.0,1,Personal Auto,Personal,Offer1,Call Center,1013.0,Luxury Car,Medsize
299,California,2858.0,No,Basic,2011-01-11,Employed,F,27382,Rural,Married,71,33.0,35,0.0,1,Personal Auto,Personal,Offer2,Web,134.0,Four-Door Car,Medsize
300,California,2720.0,No,Basic,2011-01-21,Employed,M,41005,Suburban,Single,70,22.0,37,0.0,1,Personal Auto,Personal,Offer4,Branch,336.0,Four-Door Car,Medsize
302,Washington,2837.0,No,Basic,2011-02-28,Employed,M,90893,Rural,Married,70,8.0,82,0.0,1,Personal Auto,Personal,Offer1,Agent,71.0,Two-Door Car,Medsize
306,Arizona,5556.0,Yes,Basic,2011-02-06,Employed,M,74015,Suburban,Single,72,12.0,61,0.0,3,Personal Auto,Personal,Offer2,Call Center,471.0,Four-Door Car,Small
307,Oregon,7937.0,No,Basic,2011-02-01,Employed,F,22862,Suburban,Married,67,9.0,40,0.0,2,Personal Auto,Personal,Offer2,Agent,322.0,Two-Door Car,Medsize
308,California,11790.0,Yes,Basic,2011-01-03,Retired,M,25251,Suburban,Divorced,66,13.0,43,0.0,2,Corporate Auto,Corporate,Offer2,Web,317.0,Four-Door Car,Medsize
311,Arizona,8433.0,No,Basic,2011-02-15,Employed,M,57961,Rural,Divorced,72,27.0,64,0.0,2,Personal Auto,Personal,Offer1,Agent,39.0,Two-Door Car,Large
314,California,5755.0,No,Basic,2011-01-26,Employed,F,97657,Rural,Married,71,2.0,19,0.0,3,Personal Auto,Personal,Offer2,Branch,107.0,Two-Door Car,Medsize
315,Nevada,2869.0,No,Basic,2011-01-30,Employed,F,40046,Rural,Divorced,73,10.0,51,0.0,1,Personal Auto,Personal,Offer1,Agent,119.0,Four-Door Car,Small
316,California,8256.0,Yes,Basic,2011-01-25,Employed,F,62902,Rural,Married,69,14.0,94,0.0,2,Personal Auto,Personal,Offer2,Web,159.0,Two-Door Car,Medsize
318,California,8725.0,No,Premium,2011-02-07,Employed,M,69772,Suburban,Single,112,17.0,38,0.0,3,Personal Auto,Personal,Offer3,Branch,538.0,Four-Door Car,Medsize
320,California,5218.0,Yes,Basic,2011-02-17,Employed,F,39854,Urban,Divorced,66,6.0,4,0.0,3,Personal Auto,Personal,Offer2,Web,262.0,Two-Door Car,Medsize
322,Arizona,2769.0,No,Basic,2011-02-08,Employed,M,40506,Rural,Married,70,14.0,98,0.0,1,Personal Auto,Personal,Offer2,Call Center,114.0,Four-Door Car,Medsize
325,Washington,5395.0,No,Basic,2011-02-06,Employed,M,65978,Urban,Married,67,3.0,50,0.0,3,Corporate Auto,Corporate,Offer2,Branch,252.0,Two-Door Car,Medsize
326,California,2817.0,No,Basic,2011-01-08,Employed,M,42937,Urban,Married,71,14.0,9,0.0,1,Corporate Auto,Corporate,Offer1,Call Center,252.0,Two-Door Car,Small
327,Oregon,2585.0,No,Basic,2011-01-12,Employed,F,28137,Suburban,Married,65,23.0,2,0.0,1,Personal Auto,Personal,Offer3,Web,312.0,Two-Door Car,Large
328,Oregon,4237.0,No,Basic,2011-01-23,Disabled,M,14476,Suburban,Married,113,11.0,0,0.0,1,Corporate Auto,Corporate,Offer3,Branch,542.0,Sports Car,Medsize
331,California,3035.0,No,Extended,2011-02-04,Employed,M,68205,Rural,Married,76,35.0,14,0.0,1,Personal Auto,Personal,Offer4,Branch,99.0,Two-Door Car,Medsize
333,Oregon,3260.0,No,Extended,2011-01-29,Employed,M,52782,Suburban,Married,85,20.0,61,4.0,1,Personal Auto,Personal,Offer1,Agent,541.0,Four-Door Car,Small
336,Nevada,5794.0,No,Basic,2011-02-27,Employed,M,88370,Suburban,Divorced,74,0.0,16,1.0,3,Personal Auto,Personal,Offer1,Agent,355.0,Four-Door Car,Small
338,Oregon,4089.0,No,Basic,2011-02-25,Employed,F,60759,Suburban,Single,104,20.0,85,0.0,1,Corporate Auto,Corporate,Offer3,Branch,499.0,Four-Door Car,Large
339,Oregon,5772.0,No,Basic,2011-02-17,Employed,F,65709,Rural,Divorced,72,33.0,77,0.0,3,Corporate Auto,Corporate,Offer1,Web,13.0,Four-Door Car,Medsize
340,California,5134.0,No,Basic,2011-02-27,Employed,M,38795,Rural,Married,65,23.0,64,0.0,3,Personal Auto,Personal,Offer2,Agent,98.0,Four-Door Car,Medsize
341,Nevada,2532.0,No,Basic,2011-02-19,Employed,M,31993,Rural,Divorced,66,14.0,4,1.0,1,Personal Auto,Personal,Offer1,Branch,40.0,Four-Door Car,Medsize
342,Oregon,9756.0,No,Extended,2011-01-02,Employed,M,67632,Rural,Married,121,0.0,44,0.0,3,Personal Auto,Personal,Offer1,Branch,27.0,Sports Car,Medsize
343,Nevada,2329.0,No,Basic,2011-02-09,Employed,M,20934,Suburban,Married,61,14.0,35,1.0,1,Personal Auto,Personal,Offer2,Branch,293.0,Four-Door Car,Small
344,California,2515.0,Yes,Basic,2011-02-14,Employed,F,43860,Rural,Single,65,15.0,58,0.0,1,Personal Auto,Personal,Offer2,Agent,156.0,Four-Door Car,Medsize
345,California,4647.0,No,Extended,2011-02-11,Employed,M,28314,Suburban,Single,121,21.0,37,0.0,1,Personal Auto,Personal,Offer1,Agent,581.0,Four-Door Car,Medsize
348,California,9976.0,No,Basic,2011-02-21,Employed,M,74115,Urban,Married,63,24.0,24,0.0,2,Personal Auto,Personal,Offer2,Branch,275.0,Four-Door Car,Medsize
350,Washington,2476.0,No,Basic,2011-02-14,Employed,F,47918,Urban,Married,62,2.0,51,0.0,1,Corporate Auto,Corporate,Offer2,Call Center,246.0,Two-Door Car,Medsize
353,Nevada,3777.0,No,Extended,2011-02-21,Employed,F,68727,Urban,Married,94,19.0,76,0.0,1,Corporate Auto,Corporate,Offer4,Call Center,387.0,Two-Door Car,Large
354,Arizona,8932.0,No,Basic,2011-01-18,Employed,F,60909,Urban,Married,112,8.0,94,0.0,3,Personal Auto,Personal,Offer3,Agent,412.0,Four-Door Car,Small
355,California,6353.0,No,Extended,2011-01-27,Employed,F,80587,Urban,Married,78,7.0,5,0.0,3,Personal Auto,Personal,Offer2,Agent,276.0,Four-Door Car,Medsize
356,Oregon,3786.0,No,Extended,2011-02-04,Employed,F,26318,Suburban,Married,96,23.0,29,0.0,1,Personal Auto,Personal,Offer2,Call Center,679.0,Two-Door Car,Medsize
357,Oregon,12664.0,No,Premium,2011-02-18,Employed,F,27739,Rural,Married,104,16.0,22,0.0,2,Corporate Auto,Corporate,Offer1,Agent,3.0,Four-Door Car,Medsize
358,California,12625.0,No,Premium,2011-01-04,Employed,F,79421,Rural,Married,104,2.0,85,0.0,2,Personal Auto,Personal,Offer1,Agent,115.0,Four-Door Car,Medsize
359,California,4965.0,No,Basic,2011-01-29,Employed,M,52679,Rural,Married,62,21.0,3,0.0,3,Personal Auto,Personal,Offer2,Agent,118.0,Four-Door Car,Medsize
360,Oregon,8659.0,Yes,Basic,2011-02-07,Employed,M,62464,Urban,Married,109,23.0,45,0.0,3,Personal Auto,Personal,Offer2,Agent,400.0,Sports Car,Medsize
361,Washington,28119.0,No,Extended,2011-01-21,Employed,F,68211,Suburban,Married,99,9.0,21,0.0,2,Corporate Auto,Corporate,Offer2,Branch,475.0,Four-Door Car,Small
362,Oregon,17436.0,No,Basic,2011-01-24,Employed,F,54105,Suburban,Married,73,22.0,15,2.0,2,Personal Auto,Personal,Offer2,Web,350.0,Two-Door Car,Medsize
364,Oregon,3997.0,No,Basic,2011-02-05,Employed,F,46210,Rural,Married,100,2.0,44,0.0,1,Personal Auto,Personal,Offer1,Agent,46.0,Four-Door Car,Medsize
365,Oregon,4911.0,No,Basic,2011-01-27,Employed,M,32903,Rural,Married,64,4.0,41,3.0,3,Personal Auto,Personal,Offer3,Web,98.0,Four-Door Car,Medsize
366,Oregon,5174.0,No,Basic,2011-01-26,Employed,F,88081,Rural,Married,64,35.0,94,0.0,3,Personal Auto,Personal,Offer1,Branch,82.0,Four-Door Car,Medsize
368,Oregon,2886.0,Yes,Extended,2011-01-20,Retired,F,10312,Suburban,Married,78,10.0,63,0.0,1,Personal Auto,Personal,Offer2,Agent,486.0,Four-Door Car,Large
371,California,4773.0,No,Extended,2011-01-20,Medical Leave,M,15323,Suburban,Married,128,30.0,61,0.0,1,Personal Auto,Personal,Offer1,Agent,614.0,Four-Door Car,Medsize
372,California,3966.0,No,Basic,2011-02-18,Employed,M,72439,Suburban,Married,100,5.0,22,1.0,1,Personal Auto,Personal,Offer2,Web,480.0,Four-Door Car,Medsize
373,Arizona,2751.0,No,Basic,2011-01-22,Employed,M,51789,Suburban,Divorced,70,8.0,34,0.0,1,Personal Auto,Personal,Offer4,Call Center,336.0,Four-Door Car,Large
375,California,8664.0,No,Basic,2011-02-22,Employed,F,29218,Suburban,Married,72,33.0,40,0.0,2,Personal Auto,Personal,Offer3,Agent,502.0,Four-Door Car,Medsize
376,Washington,5200.0,No,Basic,2011-01-31,Employed,M,23401,Suburban,Single,66,17.0,34,0.0,3,Personal Auto,Personal,Offer4,Web,317.0,Four-Door Car,Medsize
377,Oregon,27528.0,No,Extended,2011-01-06,Employed,F,54586,Rural,Married,76,1.0,91,0.0,2,Personal Auto,Personal,Offer3,Branch,123.0,Two-Door Car,Large
378,Arizona,4732.0,No,Premium,2011-01-02,Employed,M,69833,Suburban,Married,118,32.0,99,0.0,1,Personal Auto,Personal,Offer1,Agent,829.0,Four-Door Car,Small
379,Washington,4791.0,No,Basic,2011-01-21,Disabled,F,29111,Suburban,Married,63,3.0,65,0.0,3,Personal Auto,Personal,Offer1,Branch,302.0,Four-Door Car,Medsize
380,Oregon,3301.0,No,Extended,2011-02-19,Employed,F,59592,Rural,Divorced,84,8.0,49,0.0,1,Personal Auto,Personal,Offer2,Web,161.0,Four-Door Car,Small
382,California,2619.0,No,Basic,2011-01-14,Employed,F,60477,Rural,Married,65,12.0,38,0.0,1,Corporate Auto,Corporate,Offer2,Agent,140.0,Four-Door Car,Medsize
383,Oregon,4050.0,No,Premium,2011-01-09,Employed,M,42512,Rural,Married,105,15.0,72,1.0,1,Personal Auto,Personal,Offer3,Agent,77.0,Four-Door Car,Medsize
384,Washington,17685.0,No,Basic,2011-01-23,Employed,F,82667,Suburban,Single,64,5.0,65,1.0,2,Special Auto,Special,Offer1,Branch,307.0,Two-Door Car,Medsize
386,Washington,8019.0,No,Basic,2011-02-28,Employed,F,58843,Urban,Single,68,1.0,96,0.0,2,Corporate Auto,Corporate,Offer3,Call Center,200.0,Two-Door Car,Large
387,California,5379.0,No,Basic,2011-02-10,Employed,F,24702,Urban,Married,68,13.0,63,0.0,3,Personal Auto,Personal,Offer2,Web,215.0,Four-Door Car,Large
388,California,4149.0,No,Basic,2011-01-29,Employed,F,61896,Urban,Married,104,25.0,97,0.0,1,Personal Auto,Personal,Offer4,Call Center,461.0,Four-Door Car,Medsize
389,Oregon,11790.0,Yes,Basic,2011-01-03,Retired,M,25251,Suburban,Divorced,66,13.0,43,0.0,2,Personal Auto,Personal,Offer2,Web,317.0,Four-Door Car,Medsize
390,Oregon,7852.0,No,Basic,2011-01-05,Employed,F,48943,Rural,Married,65,17.0,50,0.0,2,Corporate Auto,Corporate,Offer1,Web,105.0,Two-Door Car,Medsize
391,Oregon,2681.0,No,Basic,2011-02-11,Employed,F,41968,Urban,Married,67,11.0,96,0.0,1,Corporate Auto,Corporate,Offer1,Agent,183.0,Four-Door Car,Medsize
393,Oregon,4283.0,Yes,Basic,2011-02-26,Employed,F,40864,Rural,Married,109,16.0,70,1.0,1,Personal Auto,Personal,Offer1,Agent,167.0,Four-Door Car,Medsize
395,Washington,5783.0,No,Basic,2011-01-01,Employed,M,72354,Rural,Divorced,73,9.0,10,0.0,3,Personal Auto,Personal,Offer1,Agent,14.0,Four-Door Car,Medsize
396,Nevada,4905.0,Yes,Extended,2011-02-14,Retired,F,12902,Suburban,Divorced,139,3.0,51,0.0,1,Corporate Auto,Corporate,Offer1,Agent,667.0,Sports Car,Medsize
398,Oregon,6616.0,No,Extended,2011-02-07,Employed,M,90414,Suburban,Married,83,7.0,49,1.0,3,Personal Auto,Personal,Offer1,Call Center,398.0,Four-Door Car,Small
399,California,5352.0,No,Basic,2011-01-26,Employed,M,93606,Suburban,Divorced,67,23.0,44,0.0,3,Personal Auto,Personal,Offer2,Branch,322.0,Four-Door Car,Small
400,Arizona,8562.0,No,Basic,2011-01-08,Employed,M,37759,Suburban,Married,108,9.0,51,0.0,3,Corporate Auto,Corporate,Offer4,Web,518.0,Four-Door Car,Medsize
401,California,2799.0,No,Basic,2011-01-29,Employed,M,48675,Suburban,Divorced,71,26.0,62,1.0,1,Corporate Auto,Corporate,Offer1,Web,341.0,Four-Door Car,Medsize
407,California,14854.0,No,Basic,2011-02-06,Employed,M,37899,Rural,Married,187,9.0,11,0.0,3,Personal Auto,Personal,Offer4,Branch,247.0,Luxury Car,Medsize
412,Oregon,4477.0,No,Basic,2011-01-04,Employed,F,41402,Suburban,Divorced,119,26.0,26,4.0,1,Personal Auto,Personal,Offer2,Branch,571.0,Sports Car,Medsize
413,Oregon,15174.0,No,Extended,2011-02-26,Employed,F,22448,Suburban,Married,126,20.0,32,0.0,2,Personal Auto,Personal,Offer1,Branch,605.0,Four-Door Car,Medsize
414,California,2955.0,No,Basic,2011-01-21,Employed,F,56502,Suburban,Single,74,15.0,78,0.0,1,Personal Auto,Personal,Offer3,Branch,355.0,Four-Door Car,Medsize
415,Arizona,4525.0,No,Basic,2011-01-31,Medical Leave,M,10269,Urban,Single,65,12.0,5,0.0,3,Personal Auto,Personal,Offer1,Agent,171.0,Two-Door Car,Medsize
418,California,3061.0,No,Extended,2011-01-11,Employed,M,56869,Urban,Single,83,25.0,34,3.0,1,Personal Auto,Personal,Offer1,Agent,269.0,Four-Door Car,Medsize
419,Oregon,25807.0,Yes,Extended,2011-02-13,Employed,F,71210,Suburban,Married,214,8.0,89,1.0,2,Personal Auto,Personal,Offer1,Branch,1027.0,Luxury Car,Small
423,Washington,4952.0,No,Basic,2011-01-10,Employed,M,46896,Rural,Married,62,9.0,33,1.0,3,Personal Auto,Personal,Offer2,Agent,32.0,Four-Door Car,Medsize
425,California,4605.0,Yes,Basic,2011-01-28,Medical Leave,F,22571,Suburban,Single,63,29.0,51,0.0,3,Personal Auto,Personal,Offer2,Web,302.0,Four-Door Car,Large
427,Washington,6689.0,Yes,Extended,2011-02-13,Employed,M,56980,Suburban,Married,84,33.0,70,0.0,3,Corporate Auto,Corporate,Offer2,Agent,599.0,Two-Door Car,Medsize
428,California,3413.0,No,Extended,2011-01-29,Employed,M,30335,Urban,Married,87,17.0,42,0.0,1,Corporate Auto,Corporate,Offer3,Agent,326.0,Four-Door Car,Medsize
434,Oregon,23595.0,Yes,Basic,2011-01-31,Employed,M,76358,Rural,Married,66,25.0,3,0.0,2,Personal Auto,Personal,Offer3,Agent,86.0,Four-Door Car,Medsize
436,California,8490.0,No,Extended,2011-01-23,Disabled,M,28677,Rural,Divorced,78,3.0,30,0.0,2,Personal Auto,Personal,Offer3,Agent,132.0,Four-Door Car,Medsize
437,California,6183.0,No,Extended,2011-02-24,Employed,F,36464,Rural,Married,78,5.0,17,0.0,3,Personal Auto,Personal,Offer4,Call Center,94.0,Four-Door Car,Medsize
438,California,12048.0,No,Premium,2011-01-03,Employed,F,43324,Urban,Married,101,8.0,17,0.0,2,Corporate Auto,Corporate,Offer2,Branch,285.0,Two-Door Car,Medsize
439,California,8838.0,Yes,Basic,2011-01-21,Employed,M,82664,Rural,Married,114,24.0,10,3.0,3,Personal Auto,Personal,Offer2,Agent,133.0,Four-Door Car,Medsize
441,Oregon,6961.0,No,Extended,2011-02-04,Employed,M,74487,Rural,Divorced,88,8.0,86,0.0,3,Personal Auto,Personal,Offer1,Call Center,17.0,Four-Door Car,Medsize
442,Arizona,13736.0,Yes,Premium,2011-02-13,Disabled,F,16181,Suburban,Divorced,181,22.0,79,0.0,3,Personal Auto,Personal,Offer1,Web,1261.0,Four-Door Car,Medsize
443,California,8438.0,No,Basic,2011-01-17,Disabled,M,25539,Suburban,Married,112,15.0,63,0.0,3,Personal Auto,Personal,Offer1,Web,585.0,Four-Door Car,Small
444,Nevada,5097.0,Yes,Basic,2011-01-28,Disabled,F,22886,Suburban,Divorced,65,9.0,81,0.0,3,Personal Auto,Personal,Offer1,Agent,312.0,Four-Door Car,Small
445,California,12281.0,Yes,Premium,2011-01-01,Employed,M,88340,Suburban,Married,102,16.0,1,0.0,2,Corporate Auto,Corporate,Offer1,Branch,490.0,Two-Door Car,Medsize
446,Washington,2927.0,No,Extended,2011-01-16,Employed,F,23656,Suburban,Single,80,11.0,1,3.0,1,Corporate Auto,Corporate,Offer2,Branch,384.0,Four-Door Car,Medsize
447,Oregon,7852.0,No,Basic,2011-02-03,Employed,M,25950,Urban,Married,66,27.0,1,0.0,2,Personal Auto,Personal,Offer4,Agent,272.0,Two-Door Car,Medsize
449,Oregon,10348.0,No,Extended,2011-01-23,Employed,M,34244,Suburban,Married,87,14.0,34,2.0,2,Personal Auto,Personal,Offer1,Branch,418.0,Four-Door Car,Medsize
451,Oregon,23086.0,No,Basic,2011-02-01,Employed,F,69240,Urban,Single,194,16.0,29,0.0,2,Personal Auto,Personal,Offer2,Branch,745.0,Luxury Car,Medsize
453,California,2504.0,No,Basic,2011-01-11,Employed,M,53338,Rural,Married,63,24.0,35,1.0,1,Personal Auto,Personal,Offer4,Agent,35.0,Four-Door Car,Medsize
454,California,4200.0,No,Premium,2011-02-11,Employed,M,51510,Suburban,Divorced,106,11.0,17,0.0,1,Personal Auto,Personal,Offer2,Branch,689.0,Four-Door Car,Medsize
459,Oregon,6411.0,No,Extended,2011-02-08,Employed,M,61709,Urban,Married,82,5.0,41,2.0,3,Personal Auto,Personal,Offer3,Branch,275.0,Four-Door Car,Medsize
460,Nevada,2937.0,No,Basic,2011-01-10,Employed,F,83195,Urban,Single,73,18.0,36,1.0,1,Personal Auto,Personal,Offer1,Call Center,333.0,Two-Door Car,Medsize
462,California,3402.0,No,Extended,2011-01-21,Employed,M,41972,Suburban,Divorced,86,20.0,23,0.0,1,Personal Auto,Personal,Offer2,Branch,692.0,Four-Door Car,Medsize
463,Oregon,2641.0,No,Basic,2011-02-01,Employed,M,59961,Urban,Single,68,8.0,7,0.0,1,Personal Auto,Personal,Offer1,Branch,292.0,Four-Door Car,Medsize
464,California,2701.0,No,Basic,2011-02-19,Employed,F,39141,Suburban,Married,68,22.0,7,0.0,1,Personal Auto,Personal,Offer2,Branch,402.0,Four-Door Car,Small
465,California,6988.0,No,Extended,2011-02-26,Employed,F,22436,Suburban,Married,89,24.0,21,0.0,3,Special Auto,Special,Offer2,Branch,427.0,Four-Door Car,Small
